name,v_CA21_1,v_CA21_434,geometry_wkt
Langley (DM),132603.0,46930.0,"MULTIPOLYGON (((-122.461336 49.167691, -122.461397 49.150779, -122.46045 49.127498, -122.460515 49.095148, -122.459563 49.080417, -122.459983 49.074997, -122.459404 49.026096, -122.459925 49.024537, -122.459155 49.002263, -122.473363 49.002294, -122.47335 49.008222, -122.479047 49.008172, -122.479439 49.002296, -122.681615 49.002207, -122.67986 49.005843, -122.681671 49.010541, -122.680669 49.015969, -122.679655 49.016787, -122.680339 49.038419, -122.680808 49.039314, -122.680311 49.041783, -122.680571 49.067406, -122.680027 49.083877, -122.672801 49.084321, -122.669012 49.083842, -122.668984 49.082144, -122.647125 49.082011, -122.647052 49.084008, -122.641156 49.084295, -122.641231 49.089533, -122.637506 49.089518, -122.637753 49.093965, -122.640571 49.093968, -122.640624 49.095311, -122.638611 49.095579, -122.638763 49.10455, -122.642736 49.104602, -122.637737 49.108257, -122.645028 49.11253, -122.644278 49.113256, -122.647161 49.114924, -122.671696 49.115399, -122.671872 49.114769, -122.67467 49.11486, -122.674418 49.111532, -122.679679 49.113923, -122.679574 49.136161, -122.678797 49.144542, -122.679164 49.159218, -122.67803 49.166808, -122.67908 49.170126, -122.679469 49.176987, -122.67947 49.180505, -122.678643 49.181909, -122.678822 49.185666, -122.635231 49.20491, -122.627291 49.207237, -122.616734 49.20847, -122.609562 49.208699, -122.606246 49.208079, -122.602486 49.206404, -122.594539 49.200415, -122.592247 49.196958, -122.590239 49.188406, -122.588257 49.188156, -122.581988 49.184329, -122.575811 49.181727, -122.579981 49.183275, -122.579943 49.179468, -122.579224 49.177988, -122.577242 49.176129, -122.574178 49.174622, -122.573169 49.174562, -122.573682 49.173614, -122.575537 49.172408, -122.568464 49.170653, -122.563971 49.170653, -122.5488 49.168756, -122.549256 49.168404, -122.548947 49.167666, -122.541231 49.165548, -122.535976 49.164655, -122.531063 49.163009, -122.529102 49.162898, -122.525883 49.162883, -122.516575 49.164003, -122.508201 49.164011, -122.491658 49.165662, -122.488394 49.165619, -122.474607 49.167799, -122.461336 49.167691), (-122.653785 49.196396, -122.658318 49.194428, -122.654774 49.191054, -122.648285 49.19333, -122.650251 49.198102, -122.653785 49.196396)), ((-122.55577 49.176505, -122.564079 49.17862, -122.568469 49.179266, -122.569186 49.179852, -122.570885 49.18, -122.575466 49.181624, -122.55816 49.177422, -122.55577 49.176505)))"
Langley (CY),28963.0,12600.0,"MULTIPOLYGON (((-122.679679 49.113923, -122.674418 49.111532, -122.67467 49.11486, -122.671872 49.114769, -122.671696 49.115399, -122.647161 49.114924, -122.644278 49.113256, -122.645028 49.11253, -122.637737 49.108257, -122.642736 49.104602, -122.638763 49.10455, -122.638611 49.095579, -122.640624 49.095311, -122.640571 49.093968, -122.637753 49.093965, -122.637506 49.089518, -122.641231 49.089533, -122.641156 49.084295, -122.647052 49.084008, -122.647125 49.082011, -122.668984 49.082144, -122.669012 49.083842, -122.672801 49.084321, -122.680027 49.083877, -122.679241 49.087686, -122.679397 49.095337, -122.680063 49.097404, -122.679679 49.113923)))"
Surrey (CY),568322.0,185670.0,"MULTIPOLYGON (((-122.890173 49.087876, -122.890222 49.089203, -122.889132 49.088545, -122.890173 49.087876)), ((-122.680027 49.083877, -122.680571 49.067406, -122.680311 49.041783, -122.680808 49.039314, -122.680339 49.038419, -122.679655 49.016787, -122.680669 49.015969, -122.681671 49.010541, -122.67986 49.005843, -122.681615 49.002207, -122.757913 49.002218, -122.763507 49.006417, -122.770963 49.010274, -122.778932 49.013037, -122.788763 49.015805, -122.788757 49.01599, -122.772553 49.011369, -122.760013 49.005413, -122.757752 49.005446, -122.757728 49.012389, -122.759175 49.01508, -122.761884 49.015257, -122.762577 49.016583, -122.77926 49.016564, -122.779178 49.031055, -122.845417 49.031234, -122.845521 49.024522, -122.857722 49.024607, -122.865342 49.024231, -122.869095 49.025162, -122.872957 49.027419, -122.874698 49.029194, -122.876105 49.032897, -122.880666 49.037516, -122.884091 49.042837, -122.884575 49.04501, -122.88385 49.048296, -122.887897 49.056842, -122.887135 49.057433, -122.885745 49.057592, -122.883127 49.059685, -122.880232 49.05986, -122.878674 49.061807, -122.876722 49.062691, -122.878242 49.059698, -122.8776 49.059555, -122.877491 49.058575, -122.876381 49.059349, -122.875382 49.05815, -122.876826 49.058135, -122.879269 49.056632, -122.875508 49.056232, -122.87438 49.056524, -122.874405 49.057207, -122.872367 49.056716, -122.870778 49.057819, -122.867034 49.059246, -122.867271 49.060385, -122.866565 49.06116, -122.860681 49.063046, -122.859698 49.068051, -122.858657 49.069757, -122.85862 49.072477, -122.859476 49.076536, -122.861095 49.078273, -122.858811 49.078823, -122.856985 49.079825, -122.854262 49.079369, -122.850188 49.082618, -122.84943 49.081986, -122.849505 49.082693, -122.850247 49.083229, -122.852861 49.083011, -122.856279 49.085059, -122.859362 49.085615, -122.860113 49.086392, -122.861156 49.086456, -122.862358 49.08783, -122.864205 49.086739, -122.864529 49.087562, -122.865691 49.087504, -122.866393 49.089296, -122.867105 49.089679, -122.868542 49.089423, -122.869539 49.089891, -122.870541 49.089135, -122.8761 49.090721, -122.89039 49.091446, -122.890536 49.092087, -122.8892 49.093082, -122.89036 49.101659, -122.890428 49.106849, -122.890103 49.177132, -122.91532 49.177342, -122.919709 49.177063, -122.916989 49.182626, -122.915599 49.183232, -122.911077 49.190365, -122.906233 49.194286, -122.906062 49.194921, -122.903895 49.195591, -122.902359 49.196968, -122.902973 49.198014, -122.905197 49.19816, -122.897739 49.201066, -122.892736 49.204852, -122.892542 49.205804, -122.890928 49.206743, -122.890963 49.207266, -122.883296 49.21193, -122.87745 49.214189, -122.870362 49.215683, -122.857864 49.216648, -122.8404 49.216756, -122.832424 49.217711, -122.81869 49.217655, -122.791399 49.213631, -122.772708 49.211686, -122.76672 49.211865, -122.753907 49.213294, -122.744526 49.212222, -122.736322 49.209611, -122.731369 49.206858, -122.729344 49.2041, -122.727802 49.200337, -122.726862 49.193672, -122.72511 49.188968, -122.722713 49.186203, -122.719377 49.184607, -122.714675 49.182926, -122.710545 49.182066, -122.696829 49.182254, -122.685845 49.183812, -122.678822 49.185666, -122.678643 49.181909, -122.67947 49.180505, -122.679469 49.176987, -122.67908 49.170126, -122.67803 49.166808, -122.679164 49.159218, -122.678797 49.144542, -122.679574 49.136161, -122.679679 49.113923, -122.680063 49.097404, -122.679397 49.095337, -122.679241 49.087686, -122.680027 49.083877)), ((-122.887297 49.215767, -122.88551 49.21766, -122.881334 49.219763, -122.875942 49.22021, -122.869219 49.220858, -122.878889 49.217488, -122.880287 49.217682, -122.882332 49.216357, -122.885874 49.216255, -122.887297 49.215767)))"
White Rock (CY),21939.0,10735.0,"MULTIPOLYGON (((-122.788757 49.01599, -122.788763 49.015805, -122.810542 49.02235, -122.81988 49.024575, -122.828523 49.025434, -122.845521 49.024522, -122.845417 49.031234, -122.779178 49.031055, -122.77926 49.016564, -122.788911 49.016567, -122.788757 49.01599)))"
Delta (CY),108455.0,38055.0,"MULTIPOLYGON (((-122.890222 49.089203, -122.890173 49.087876, -122.893134 49.087089, -122.894822 49.087336, -122.895429 49.087857, -122.894301 49.088495, -122.890222 49.089203)), ((-123.103928 49.023258, -123.105407 49.023207, -123.106532 49.022607, -123.115859 49.015735, -123.118313 49.014443, -123.119444 49.013127, -123.122618 49.011235, -123.123587 49.009568, -123.126491 49.007382, -123.129742 49.006462, -123.132693 49.004525, -123.131018 49.005972, -123.132968 49.007264, -123.131757 49.007833, -123.129638 49.008049, -123.125832 49.010879, -123.123026 49.011928, -123.10216 49.026613, -123.102249 49.026112, -123.105933 49.023511, -123.103928 49.023258)), ((-123.121875 49.049889, -123.123373 49.049403, -123.150372 49.030084, -123.156695 49.023449, -123.15622 49.0218, -123.152682 49.020047, -123.151626 49.020807, -123.158232 49.013684, -123.160163 49.013656, -123.163363 49.014385, -123.168725 49.016167, -123.171869 49.017855, -123.171995 49.018504, -123.166723 49.02475, -123.163808 49.025247, -123.160929 49.024038, -123.158657 49.02441, -123.152562 49.030639, -123.123809 49.051045, -123.121875 49.049889)), ((-123.186247 49.109724, -123.182457 49.109887, -123.173503 49.108519, -123.167957 49.106423, -123.16368 49.104503, -123.163422 49.103901, -123.169721 49.102702, -123.170506 49.101569, -123.169857 49.101307, -123.166596 49.101577, -123.165842 49.102292, -123.164236 49.102571, -123.160173 49.102164, -123.156186 49.099972, -123.157197 49.099966, -123.148355 49.096816, -123.149347 49.095564, -123.148527 49.095587, -123.147763 49.096631, -123.145408 49.096057, -123.139409 49.0916, -123.133151 49.088811, -123.130177 49.086484, -123.129816 49.082355, -123.130112 49.081004, -123.133359 49.077602, -123.140266 49.073759, -123.144668 49.072828, -123.150446 49.07239, -123.155427 49.072665, -123.162845 49.074934, -123.16391 49.075478, -123.165016 49.077558, -123.167777 49.077096, -123.169712 49.077639, -123.170816 49.08021, -123.179244 49.0841, -123.179246 49.089203, -123.181123 49.093176, -123.180369 49.094727, -123.183161 49.094948, -123.185041 49.095613, -123.188355 49.101305, -123.187831 49.102225, -123.184298 49.102734, -123.183312 49.103735, -123.185945 49.104788, -123.18683 49.105681, -123.187168 49.109482, -123.186247 49.109724)), ((-122.919709 49.177063, -122.91532 49.177342, -122.890103 49.177132, -122.890428 49.106849, -122.89036 49.101659, -122.8892 49.093082, -122.890536 49.092087, -122.89039 49.091446, -122.892328 49.091158, -122.895006 49.089675, -122.89873 49.088988, -122.90003 49.08603, -122.901041 49.085209, -122.902564 49.084983, -122.902163 49.08441, -122.90257 49.084146, -122.905227 49.085094, -122.908641 49.084637, -122.91152 49.083327, -122.913092 49.083431, -122.913689 49.082672, -122.917702 49.082189, -122.924577 49.079648, -122.92472 49.079211, -122.925292 49.079419, -122.946237 49.073533, -122.959289 49.070847, -122.967994 49.069802, -122.975727 49.068015, -122.984157 49.067165, -122.994695 49.065435, -123.000565 49.063645, -123.007805 49.063393, -123.011786 49.062488, -123.013673 49.061297, -123.01511 49.061385, -123.016379 49.060961, -123.016514 49.060363, -123.01749 49.060572, -123.017709 49.059924, -123.018516 49.059886, -123.019517 49.058904, -123.019283 49.057008, -123.019771 49.056654, -123.020635 49.058369, -123.02248 49.059191, -123.023406 49.058764, -123.023097 49.056549, -123.024903 49.056711, -123.024553 49.055896, -123.026444 49.054214, -123.027122 49.054934, -123.029001 49.055071, -123.029817 49.054051, -123.030988 49.053926, -123.030796 49.052199, -123.031973 49.052235, -123.035046 49.04918, -123.035326 49.050061, -123.034268 49.051471, -123.039424 49.049072, -123.039847 49.048638, -123.039416 49.04673, -123.042126 49.04686, -123.043105 49.046538, -123.044473 49.046771, -123.044998 49.047341, -123.045936 49.047237, -123.045606 49.045416, -123.05046 49.040736, -123.051306 49.036851, -123.05653 49.027779, -123.052096 49.024341, -123.044318 49.021403, -123.040251 49.018529, -123.037723 49.01377, -123.036888 49.010638, -123.036077 49.009333, -123.035519 49.009447, -123.035273 49.002073, -123.09087 49.001929, -123.092384 49.0057, -123.092551 49.008842, -123.096766 49.017843, -123.093136 49.017916, -123.099156 49.021775, -123.10047 49.023658, -123.100499 49.024647, -123.090824 49.024724, -123.090959 49.032101, -123.079703 49.037524, -123.079692 49.053884, -123.09081 49.053895, -123.090805 49.052897, -123.099485 49.052886, -123.099642 49.056054, -123.102776 49.056053, -123.10274 49.055475, -123.107356 49.055464, -123.107366 49.056011, -123.10995 49.05602, -123.109941 49.056391, -123.124718 49.056621, -123.124815 49.054567, -123.130539 49.054696, -123.130596 49.053737, -123.144018 49.059236, -123.146656 49.061062, -123.149261 49.062125, -123.154138 49.06304, -123.157788 49.064469, -123.158303 49.065635, -123.157936 49.066784, -123.155038 49.068173, -123.149559 49.06873, -123.135329 49.071741, -123.132142 49.073699, -123.128524 49.076905, -123.123394 49.084386, -123.121504 49.086071, -123.112951 49.08518, -123.104865 49.086281, -123.094264 49.089581, -123.090665 49.091151, -123.089588 49.092079, -123.088132 49.092427, -123.084887 49.094852, -123.08411 49.094737, -123.08234 49.095806, -123.080285 49.098588, -123.080794 49.101122, -123.081427 49.101594, -123.08022 49.102058, -123.081516 49.102276, -123.080124 49.102703, -123.079173 49.108483, -123.080077 49.110165, -123.082594 49.10967, -123.083951 49.110459, -123.084213 49.111162, -123.082093 49.112375, -123.081187 49.112407, -123.081302 49.112816, -123.078087 49.113066, -123.077519 49.113857, -123.075555 49.113506, -123.066972 49.114108, -123.066086 49.113134, -123.067353 49.110528, -123.072147 49.106644, -123.072451 49.104498, -123.071935 49.106269, -123.067478 49.109994, -123.065782 49.113179, -123.067157 49.114717, -123.065204 49.114341, -123.063325 49.115162, -123.061925 49.114817, -123.063025 49.115329, -123.058412 49.1194, -123.052619 49.126603, -123.055647 49.126276, -123.05819 49.12306, -123.061702 49.120463, -123.064026 49.117782, -123.06758 49.116383, -123.067441 49.115372, -123.070086 49.116178, -123.071842 49.116263, -123.07845 49.115611, -123.080681 49.11591, -123.074266 49.119427, -123.065993 49.122835, -123.059437 49.126763, -123.054158 49.127349, -123.049165 49.129159, -123.046258 49.131584, -123.037204 49.142198, -123.036413 49.142067, -123.03431 49.143455, -123.031549 49.144381, -123.02931 49.14392, -123.030257 49.144588, -123.028267 49.145162, -123.023222 49.145417, -123.019456 49.147591, -123.013165 49.147691, -123.013185 49.148825, -123.013961 49.149233, -123.013313 49.149719, -123.010742 49.149075, -123.012451 49.148878, -123.012076 49.14746, -123.002525 49.147506, -122.998527 49.149761, -122.997671 49.1493, -122.994469 49.150558, -122.979049 49.154224, -122.978254 49.154033, -122.971427 49.155078, -122.96779 49.154996, -122.959456 49.154155, -122.954878 49.152924, -122.952456 49.152777, -122.951498 49.153302, -122.949121 49.153426, -122.948145 49.154045, -122.945616 49.154607, -122.944055 49.155981, -122.942613 49.156413, -122.942145 49.157063, -122.942539 49.157919, -122.939732 49.15867, -122.933309 49.163323, -122.927156 49.166618, -122.924005 49.169091, -122.923999 49.169757, -122.92221 49.171424, -122.922363 49.172256, -122.919709 49.177063), (-123.130553 49.063974, -123.12257 49.063742, -123.122554 49.064217, -123.122062 49.064186, -123.122116 49.063718, -123.119578 49.063652, -123.119399 49.06957, -123.130477 49.069979, -123.130553 49.063974)), ((-122.963813 49.169372, -122.960277 49.173253, -122.956925 49.175176, -122.956125 49.175445, -122.953958 49.174901, -122.949697 49.175592, -122.942012 49.178108, -122.936339 49.180495, -122.933652 49.182187, -122.934047 49.182891, -122.93361 49.184168, -122.934284 49.184845, -122.932816 49.185987, -122.931897 49.185476, -122.928931 49.186237, -122.9266 49.187831, -122.927028 49.188691, -122.92112 49.193433, -122.919843 49.193293, -122.918537 49.193948, -122.917874 49.192941, -122.918977 49.191854, -122.92169 49.186019, -122.922198 49.18599, -122.926271 49.177591, -122.927086 49.177644, -122.927809 49.176698, -122.929793 49.171758, -122.933178 49.16838, -122.942283 49.162898, -122.942871 49.161617, -122.943653 49.161361, -122.94481 49.161771, -122.948938 49.159529, -122.953233 49.15893, -122.969649 49.160217, -122.973949 49.160218, -122.985677 49.159066, -122.985677 49.159579, -122.983918 49.16086, -122.980203 49.162782, -122.965704 49.166886, -122.96341 49.168623, -122.963813 49.169372)))"
Richmond (CY),209937.0,81080.0,"MULTIPOLYGON (((-123.263963 49.259148, -123.263549 49.258987, -123.265891 49.257201, -123.266071 49.254685, -123.267712 49.25425, -123.266533 49.255095, -123.265809 49.257823, -123.263963 49.259148)), ((-123.117731 49.095966, -123.115562 49.096279, -123.112796 49.098108, -123.105175 49.098785, -123.102187 49.099427, -123.100831 49.09925, -123.108127 49.0933, -123.112877 49.091, -123.117064 49.090039, -123.118839 49.090272, -123.116624 49.092397, -123.116591 49.093347, -123.119003 49.092724, -123.118841 49.093516, -123.117465 49.094305, -123.11781 49.095225, -123.122317 49.095151, -123.117731 49.095966)), ((-123.100956 49.111917, -123.087239 49.11465, -123.088031 49.113944, -123.087719 49.113217, -123.090214 49.110403, -123.093093 49.108597, -123.099546 49.107515, -123.109695 49.103952, -123.118418 49.102683, -123.121959 49.103214, -123.118479 49.104837, -123.111716 49.106967, -123.109137 49.108554, -123.103072 49.11097, -123.102501 49.111695, -123.100956 49.111917)), ((-123.116003 49.203694, -123.113065 49.204254, -123.107954 49.203678, -123.093962 49.203785, -123.085165 49.206172, -123.075183 49.207871, -123.073198 49.207729, -123.07073 49.206879, -123.0683 49.20577, -123.067912 49.204909, -123.072884 49.204343, -123.083946 49.202203, -123.0853 49.201145, -123.0904 49.19938, -123.0912 49.199406, -123.091466 49.20019, -123.091549 49.199834, -123.094174 49.199731, -123.102779 49.200124, -123.11272 49.202582, -123.117243 49.203075, -123.116003 49.203694)), ((-123.202674 49.220371, -123.192246 49.21863, -123.184708 49.215546, -123.178392 49.214305, -123.178353 49.213764, -123.179282 49.213397, -123.18332 49.213953, -123.193462 49.213488, -123.2 49.214673, -123.200608 49.21291, -123.201339 49.21276, -123.201371 49.21096, -123.19861 49.210207, -123.194434 49.210843, -123.187055 49.21086, -123.179472 49.212052, -123.175478 49.213878, -123.174125 49.213491, -123.173404 49.213907, -123.171059 49.214005, -123.170644 49.212898, -123.169545 49.213346, -123.170321 49.213974, -123.167978 49.213688, -123.159869 49.210304, -123.150656 49.203398, -123.146687 49.201402, -123.142297 49.199614, -123.135298 49.198098, -123.140346 49.189709, -123.142923 49.187268, -123.143035 49.18386, -123.146 49.18139, -123.151154 49.179008, -123.156578 49.177808, -123.169406 49.177373, -123.17319 49.177962, -123.174677 49.178828, -123.179569 49.178528, -123.184677 49.180495, -123.185068 49.181072, -123.191088 49.183656, -123.191235 49.184217, -123.200889 49.186417, -123.209963 49.187452, -123.211017 49.188511, -123.209463 49.187526, -123.209486 49.190255, -123.220352 49.191497, -123.209349 49.190507, -123.208616 49.200264, -123.203184 49.20718, -123.202865 49.21246, -123.201541 49.215867, -123.202699 49.216481, -123.205092 49.215558, -123.205702 49.216304, -123.204596 49.216856, -123.211759 49.216768, -123.213027 49.215995, -123.221633 49.21409, -123.263061 49.205588, -123.263543 49.205377, -123.262866 49.204819, -123.263714 49.204826, -123.263687 49.205857, -123.214674 49.215987, -123.214558 49.21946, -123.215714 49.220831, -123.220103 49.222495, -123.22157 49.223674, -123.224177 49.223962, -123.228834 49.226635, -123.230791 49.227233, -123.233247 49.229352, -123.23655 49.230601, -123.239708 49.233004, -123.241561 49.233741, -123.242435 49.234844, -123.24638 49.236684, -123.247059 49.237814, -123.24873 49.238595, -123.249474 49.239539, -123.251602 49.240077, -123.259033 49.245513, -123.271551 49.253184, -123.280094 49.257533, -123.270738 49.252878, -123.247179 49.238834, -123.244915 49.236913, -123.227724 49.227107, -123.222265 49.225739, -123.221959 49.224852, -123.218798 49.223897, -123.209925 49.221644, -123.202674 49.220371)), ((-122.956925 49.175176, -122.960277 49.173253, -122.963813 49.169372, -122.965336 49.169733, -122.970035 49.167908, -122.973164 49.167396, -122.979029 49.165603, -122.984502 49.164835, -122.998577 49.160734, -123.002979 49.156701, -123.006947 49.155227, -123.034488 49.150327, -123.042463 49.147862, -123.049984 49.144495, -123.056199 49.13983, -123.05799 49.137714, -123.063238 49.133413, -123.066785 49.131494, -123.073703 49.125771, -123.076571 49.124455, -123.076996 49.12528, -123.077693 49.125219, -123.076824 49.124076, -123.079626 49.123318, -123.080228 49.123637, -123.080416 49.123143, -123.08341 49.122582, -123.084281 49.122889, -123.08345 49.123853, -123.083935 49.124716, -123.084752 49.125376, -123.085927 49.12533, -123.087415 49.124523, -123.085996 49.122552, -123.086886 49.12124, -123.090326 49.120385, -123.089508 49.120872, -123.090089 49.12128, -123.091084 49.120747, -123.095756 49.119842, -123.112821 49.113586, -123.122037 49.110859, -123.123751 49.111093, -123.125041 49.110579, -123.130191 49.109914, -123.143634 49.110697, -123.148764 49.11226, -123.155405 49.115558, -123.158082 49.116208, -123.158869 49.11683, -123.15933 49.116443, -123.159955 49.116713, -123.1611 49.117658, -123.159865 49.119459, -123.16115 49.119967, -123.161875 49.119712, -123.162908 49.118083, -123.165732 49.118722, -123.165278 49.119004, -123.165837 49.119155, -123.165727 49.119745, -123.171476 49.121376, -123.172303 49.121207, -123.174804 49.121756, -123.175414 49.122236, -123.174321 49.122763, -123.175087 49.123168, -123.17604 49.122373, -123.187881 49.124672, -123.191768 49.124584, -123.193159 49.124992, -123.197798 49.124767, -123.199491 49.125049, -123.200972 49.126365, -123.195534 49.126565, -123.195959 49.127008, -123.197839 49.127101, -123.195704 49.127343, -123.196035 49.1279, -123.197071 49.128025, -123.195502 49.128047, -123.19574 49.129556, -123.194245 49.132941, -123.195185 49.136449, -123.194321 49.144411, -123.196609 49.155961, -123.196393 49.160529, -123.197057 49.166402, -123.198364 49.169863, -123.199921 49.171194, -123.200421 49.172795, -123.200057 49.173986, -123.197195 49.17536, -123.195607 49.175551, -123.178285 49.174032, -123.174259 49.174319, -123.169438 49.17387, -123.166396 49.174225, -123.164572 49.173784, -123.157329 49.174342, -123.153841 49.175247, -123.14486 49.179122, -123.14156 49.181254, -123.134812 49.190911, -123.13474 49.192692, -123.133263 49.196068, -123.129826 49.197009, -123.130437 49.195774, -123.129551 49.195452, -123.128154 49.196983, -123.120292 49.20021, -123.114152 49.200587, -123.104303 49.198365, -123.09092 49.19681, -123.087345 49.197303, -123.079656 49.200143, -123.07392 49.201684, -123.072311 49.201408, -123.069121 49.20181, -123.067973 49.202885, -123.058119 49.203176, -123.050531 49.202509, -123.04774 49.202734, -123.046747 49.202436, -123.04605 49.202818, -123.040873 49.202288, -123.029088 49.198716, -123.021337 49.197597, -123.006865 49.192897, -122.994816 49.185114, -122.984345 49.180533, -122.981002 49.179518, -122.977879 49.179119, -122.971242 49.179906, -122.967633 49.1809, -122.959024 49.186654, -122.959851 49.186753, -122.966965 49.182376, -122.967904 49.182192, -122.965816 49.184754, -122.9636 49.186506, -122.958317 49.189102, -122.957376 49.187921, -122.956925 49.175176)))"
